Subj,CC,trial,Q,F,P,Pword,Item,rt,Score
S01,cc1,458,clr,NW,unr,wallet,FRAGER,586,C
S01,cc1,459,deg,HF,unr,meaning,WEST,577,C
S01,cc1,460,clr,LF,unr,waves,NERVOUS,537,C
S01,cc1,461,clr,HF,unr,cuddle,TAKE,515,C
S01,cc1,462,deg,NW,unr,sparrow,WERNED,509,C
S01,cc1,463,clr,LF,rel,grain,SAND,551,C
S01,cc1,464,deg,LF,rel,paste,STICKY,625,C
S01,cc1,465,deg,LF,rel,towel,SHOWER,487,C
S01,cc1,466,clr,HF,rel,moment,SECOND,547,C
S01,cc1,467,clr,NW,unr,lose,TRANSVAME,444,C
S01,cc1,468,clr,NW,unr,drawing,KENTED,488,C
S01,cc1,469,clr,NW,unr,spook,INTHID,485,C
S01,cc1,470,clr,NW,unr,punish,UNHURF,513,C
S01,cc1,471,deg,LF,unr,force,SCARE,635,C
S01,cc1,472,clr,HF,unr,nails,DESTROY,512,C
S01,cc1,473,clr,HF,rel,beam,LIGHT,443,C
S01,cc1,474,clr,NW,unr,desire,KOOF,536,C
S01,cc1,475,deg,NW,unr,watch,UNFERO,547,C
S01,cc1,476,clr,NW,unr,alike,BURFED,395,E
S01,cc1,477,clr,HF,unr,donor,BACK,546,C
S01,cc1,478,deg,HF,rel,rude,MEAN,651,C
S01,cc1,479,clr,LF,rel,pardon,FORGIVE,401,E
S01,cc1,480,deg,LF,unr,missile,THIEF,487,C
S02,cc2,1,deg,NW,unr,trash,FONGE,1217,C
S02,cc2,2,deg,NW,unr,ghost,WOATER,752,C
S02,cc2,3,deg,HF,rel,rooster,MORNING,802,C
S02,cc2,4,deg,NW,unr,pool,JASHES,768,C
S02,cc2,5,clr,NW,unr,perfume,MEROT,705,C
S02,cc2,6,deg,NW,unr,alive,GOORCH,596,C
S02,cc2,7,clr,NW,unr,munch,NOOPS,747,C
S02,cc2,8,deg,HF,rel,novel,READ,524,C
S02,cc2,9,clr,LF,unr,squeak,COAT,694,C
S02,cc2,10,deg,NW,unr,icing,CONTRANAIM,666,C
S02,cc2,11,clr,NW,unr,palm,GACKEL,1086,C
S02,cc2,12,clr,NW,unr,stud,JACE,978,E
S02,cc2,13,clr,LF,unr,awkward,SHOWER,754,C
S02,cc2,14,clr,NW,unr,site,RISHED,979,C
S02,cc2,15,clr,NW,unr,whiskey,FASHIN,746,C
S02,cc2,16,deg,HF,unr,bench,GRASS,1100,C
S02,cc2,17,deg,LF,rel,sword,BLADE,623,C
S02,cc2,18,deg,NW,unr,cement,BUCT,901,C
S02,cc2,19,deg,NW,unr,lose,TRANSVAME,705,C
S02,cc2,20,deg,NW,unr,stand,HITY,692,C
S02,cc2,21,deg,LF,unr,bunch,JAIL,648,C
S02,cc2,22,clr,LF,rel,rise,SHINE,924,C
S02,cc2,23,clr,HF,unr,hose,HOLD,631,C
S02,cc2,24,clr,NW,unr,calm,PLOGED,669,C
S02,cc2,25,deg,NW,unr,lump,VARED,737,C
S02,cc2,26,clr,NW,unr,lonely,TODELL,787,C
S02,cc2,27,clr,NW,unr,dislike,TORM,755,C
S02,cc2,28,clr,HF,rel,glove,HAND,661,C
S02,cc2,29,deg,NW,unr,where,NENTS,744,C
S02,cc2,30,clr,HF,unr,plow,PLANT,714,C
S02,cc2,31,clr,HF,unr,journal,HAIR,589,C
S02,cc2,32,clr,NW,unr,tooth,MUELED,773,C
S02,cc2,33,clr,HF,unr,parent,HAVE,692,C
S02,cc2,34,deg,HF,unr,society,OPEN,697,C
S02,cc2,35,deg,NW,unr,brush,NOAL,828,C
S02,cc2,36,deg,NW,unr,closet,LOMED,729,C
S02,cc2,37,deg,LF,unr,send,GARBAGE,715,C
S02,cc2,38,clr,HF,unr,fair,POLICE,670,C
S02,cc2,39,clr,NW,unr,worth,VAKER,643,C
S02,cc2,40,deg,LF,rel,waves,OCEAN,632,C
S02,cc2,41,deg,HF,unr,slap,STONE,686,E
S02,cc2,42,deg,NW,unr,gentle,UNKOOM,826,C
S02,cc2,43,clr,LF,rel,mussel,OYSTER,840,C
S02,cc2,44,deg,LF,unr,tarnish,GUILTY,694,C
S02,cc2,45,clr,LF,rel,monarch,RULER,714,C
S02,cc2,46,clr,HF,rel,tractor,PULL,621,C
S02,cc2,47,deg,NW,unr,tall,FOOR,1011,C
S02,cc2,48,deg,LF,rel,referee,SOCCER,826,C
S02,cc2,49,deg,HF,unr,some,FIGURE,869,C
S02,cc2,50,deg,HF,rel,design,MAKE,689,C
S02,cc2,51,deg,HF,rel,problem,ANSWER,597,C
S02,cc2,52,clr,NW,unr,funny,HIFT,749,C
S02,cc2,53,clr,NW,unr,finish,UNCHIM,718,C
S02,cc2,54,deg,HF,unr,pity,STUDY,608,C
S02,cc2,55,deg,HF,unr,length,LIKE,663,C
S02,cc2,56,deg,LF,rel,walrus,TUSK,716,E
S02,cc2,57,deg,NW,unr,risk,DIPER,1462,C
S02,cc2,58,clr,HF,rel,decide,KNOW,698,C
S02,cc2,59,clr,LF,rel,wedding,BELL,574,C
S02,cc2,60,deg,HF,unr,must,FATHER,646,C
S02,cc2,61,clr,LF,unr,skip,STICK,1291,C
S02,cc2,62,deg,HF,rel,lips,MOUTH,662,C
S02,cc2,63,clr,LF,rel,prank,JOKE,1882,C
S02,cc2,64,deg,NW,unr,rhythm,FAFT,1087,C
S02,cc2,65,clr,NW,unr,brain,GORT,771,C
S02,cc2,66,deg,LF,unr,mule,GOAL,1044,C
S02,cc2,67,clr,LF,unr,pardon,SMART,632,C
S02,cc2,68,deg,NW,unr,plain,DANDEL,766,C
S02,cc2,69,deg,LF,unr,pigeon,SLIMY,1039,E
S02,cc2,70,clr,HF,rel,routine,SAME,925,C
S02,cc2,71,deg,NW,unr,used,ANTIPOLD,1047,C
S02,cc2,72,deg,HF,unr,brave,DONE,588,C
S02,cc2,73,deg,NW,unr,sharp,VABY,691,C
S02,cc2,74,deg,HF,rel,century,YEAR,839,C
S02,cc2,75,clr,LF,unr,snail,BIRD,773,C
S02,cc2,76,clr,HF,rel,scalp,HEAD,757,C
S02,cc2,77,clr,HF,rel,loop,CIRCLE,917,C
S02,cc2,78,deg,NW,unr,skirt,REBINT,992,C
S02,cc2,79,deg,LF,rel,captive,HOSTAGE,856,C
S02,cc2,80,deg,LF,unr,fury,LOUD,1076,C
S02,cc2,81,deg,NW,unr,shiver,NIFTS,792,C
S02,cc2,82,clr,NW,unr,coke,SELP,936,C
S02,cc2,83,clr,LF,rel,physics,MATH,561,C
S02,cc2,84,deg,LF,rel,cliff,HANGER,713,C
S02,cc2,85,clr,HF,unr,ideal,BLACK,1036,C
S02,cc2,86,deg,LF,rel,throne,KING,498,C
S02,cc2,87,clr,LF,unr,daring,HURT,541,C
S02,cc2,88,deg,NW,unr,value,PREHOIN,966,C
S02,cc2,89,deg,NW,unr,heel,PAIME,863,C
S02,cc2,90,clr,NW,unr,quiet,TERE,715,C
S02,cc2,91,deg,NW,unr,pain,LIPER,766,C
S02,cc2,92,clr,HF,unr,examine,SORRY,607,C
S02,cc2,93,deg,HF,unr,logic,SECOND,822,C
S02,cc2,94,clr,NW,unr,ceiling,HILK,931,C
S02,cc2,95,clr,NW,unr,avenue,POSTSIRM,1054,C
S02,cc2,96,clr,NW,unr,sail,WIET,691,C
S02,cc2,97,deg,NW,unr,doctor,FRIMER,872,C
S02,cc2,98,deg,HF,unr,pause,FINAL,580,C
S02,cc2,99,deg,LF,rel,seal,STAMP,972,C
S02,cc2,100,deg,LF,unr,uniform,SODA,693,C
S02,cc2,101,deg,NW,unr,place,VELLS,761,C
S02,cc2,102,deg,LF,unr,carrots,JACKET,600,C
S02,cc2,103,deg,LF,rel,outlaw,COWBOY,687,C
S02,cc2,104,deg,NW,unr,stain,SACE,852,C
S02,cc2,105,clr,NW,unr,strange,NONWAIM,752,C
S02,cc2,106,clr,NW,unr,sugar,MAND,801,C
S02,cc2,107,deg,NW,unr,saltine,PROGOLLS,833,C
S02,cc2,108,deg,HF,rel,nails,FINGER,639,C
S02,cc2,109,deg,HF,unr,serial,COST,1188,C
S02,cc2,110,deg,NW,unr,moon,GAFT,773,C
S02,cc2,111,deg,NW,unr,rock,NAIN,774,C
S02,cc2,112,deg,LF,unr,croak,SPORT,757,C
S02,cc2,113,clr,HF,unr,through,STRONG,663,C
S02,cc2,114,clr,NW,unr,boots,DERON,748,C
S02,cc2,115,clr,LF,rel,ritual,HABIT,653,C
S02,cc2,116,deg,NW,unr,shape,ABLERM,705,C
S02,cc2,117,clr,LF,unr,quail,FRIGHT,725,C
S02,cc2,118,clr,LF,rel,burst,BALLOON,552,C
S02,cc2,119,clr,NW,unr,square,REMOLKS,721,C
S02,cc2,120,deg,NW,unr,middle,SUBRUCT,883,C
S02,cc2,121,clr,HF,rel,vanish,GONE,543,C
S02,cc2,122,deg,NW,unr,saber,FOOMS,681,C
S02,cc2,123,clr,LF,unr,team,FROG,541,C
S02,cc2,124,deg,NW,unr,launch,HORME,742,C
S02,cc2,125,clr,NW,unr,pond,BAGES,760,C
S02,cc2,126,clr,NW,unr,liver,GIPER,890,C
S02,cc2,127,deg,NW,unr,live,DEFITY,869,C
S02,cc2,128,clr,NW,unr,sleep,DORTER,818,C
S02,cc2,129,deg,LF,unr,towel,WEIRD,833,C
S02,cc2,130,clr,HF,rel,reality,LIFE,559,C
S02,cc2,131,deg,NW,unr,ease,EXVAIM,647,C
S02,cc2,132,deg,NW,unr,bacon,ROFT,829,C
S02,cc2,133,clr,HF,unr,fact,MANY,539,C
S02,cc2,134,deg,NW,unr,blouse,DEST,774,C
S02,cc2,135,clr,NW,unr,casket,DISWOUL,1077,C
S02,cc2,136,deg,NW,unr,alike,BURFED,809,C
S02,cc2,137,clr,NW,unr,drug,VELP,680,C
S02,cc2,138,deg,LF,rel,scar,UGLY,555,C
S02,cc2,139,clr,LF,unr,buckle,CORN,613,C
S02,cc2,140,clr,NW,unr,full,MESTED,651,C
S02,cc2,141,clr,NW,unr,skinny,JOAD,897,C
S02,cc2,142,deg,HF,unr,complex,PEACE,844,C
S02,cc2,143,clr,HF,rel,mare,HORSE,489,C
S02,cc2,144,deg,NW,unr,boat,VIRMER,613,C
S02,cc2,145,deg,HF,rel,guest,FRIEND,684,C
S02,cc2,146,deg,NW,unr,judge,DIATHED,719,C
S02,cc2,147,clr,NW,unr,desert,REJATHED,642,C
S02,cc2,148,deg,LF,rel,panther,TIGER,583,C
S02,cc2,149,deg,NW,unr,desire,KOOF,607,C
S02,cc2,150,deg,LF,unr,rail,SIGN,597,C
S02,cc2,151,clr,NW,unr,excuse,DOMP,652,C
S02,cc2,152,clr,NW,unr,brandy,TRANSHORD,1362,C
S02,cc2,153,deg,LF,rel,attack,DEFEND,1546,C
S02,cc2,154,clr,HF,unr,mayor,IDEA,668,C
S02,cc2,155,clr,NW,unr,phase,VADES,704,C
S02,cc2,156,clr,HF,unr,outcome,STOP,691,C
S02,cc2,157,clr,NW,unr,dull,ENSUCT,695,C
S02,cc2,158,clr,NW,unr,toad,WINT,650,C
S02,cc2,159,clr,LF,rel,flannel,SHIRT,527,C
S02,cc2,160,deg,HF,rel,yawn,TIRED,616,C
S02,cc2,161,clr,NW,unr,chair,UNSOADER,1279,C
S02,cc2,162,deg,NW,unr,turtle,DISMONG,732,C
S02,cc2,163,clr,NW,unr,early,UNJEED,685,C
S02,cc2,164,deg,HF,rel,cuddle,BEAR,945,C
S02,cc2,165,deg,NW,unr,stub,TILKER,1547,C
S02,cc2,166,clr,LF,rel,mask,HIDE,668,C
S02,cc2,167,deg,NW,unr,soar,GIAL,592,C
S02,cc2,168,clr,NW,unr,violet,ABDESS,823,C
S02,cc2,169,clr,NW,unr,wasted,WEERD,645,C
S02,cc2,170,clr,HF,rel,spirit,SCHOOL,522,C
S02,cc2,171,deg,NW,unr,fishing,TELD,740,C
S02,cc2,172,clr,HF,rel,package,PRESENT,646,C
S02,cc2,173,clr,HF,unr,handle,WINE,540,C
S02,cc2,174,deg,NW,unr,fill,PORM,948,C
S02,cc2,175,deg,NW,unr,beach,VARD,766,C
S02,cc2,176,clr,NW,unr,husk,DEAT,703,C
S02,cc2,177,clr,HF,rel,since,WHEN,562,C
S02,cc2,178,deg,LF,unr,offend,BRAVE,666,C
S02,cc2,179,clr,NW,unr,sparrow,WERNED,767,C
S02,cc2,180,deg,LF,rel,cobra,SNAKE,591,C
S02,cc2,181,clr,LF,rel,curse,WITCH,503,C
S02,cc2,182,deg,HF,rel,prove,SHOW,705,C
S02,cc2,183,clr,NW,unr,algebra,HISE,677,C
S02,cc2,184,clr,LF,rel,spade,CARDS,809,E
S02,cc2,185,clr,NW,unr,ball,DISBAMP,799,C
S02,cc2,186,deg,NW,unr,throat,BIRES,798,C
S02,cc2,187,deg,NW,unr,correct,FODE,2061,C
S02,cc2,188,clr,HF,unr,pour,FEMALE,602,C
S02,cc2,189,clr,LF,rel,musk,SCENT,834,C
S02,cc2,190,deg,HF,rel,broken,HEART,992,C
S02,cc2,191,clr,HF,rel,core,CENTER,854,C
S02,cc2,192,clr,LF,rel,foam,RUBBER,884,C
S02,cc2,193,clr,NW,unr,sweet,PORDLY,729,C
S02,cc2,194,deg,HF,unr,bush,FLOOR,570,C
S02,cc2,195,deg,NW,unr,game,OVERJAGE,995,C
S02,cc2,196,deg,NW,unr,house,GOUPER,1083,C
S02,cc2,197,clr,NW,unr,sketch,FANTOM,1502,C
S02,cc2,198,clr,HF,rel,jeans,BLUE,530,C
S02,cc2,199,deg,NW,unr,drink,DEHIET,844,C
S02,cc2,200,deg,HF,unr,knock,FRONT,650,C
S02,cc2,201,clr,LF,unr,juggler,CHEAP,590,C
S02,cc2,202,clr,LF,rel,grove,ORANGE,518,C
S02,cc2,203,deg,LF,unr,omelet,GLORY,1025,C
S02,cc2,204,clr,NW,unr,artery,VACER,967,C
S02,cc2,205,clr,NW,unr,receive,TRIVEEF,816,C
S02,cc2,206,clr,LF,rel,force,PUSH,687,C
S02,cc2,207,clr,HF,rel,meaning,REASON,675,C
S02,cc2,208,deg,LF,rel,stake,VAMPIRE,646,C
S02,cc2,209,clr,NW,unr,solid,HERME,684,C
S02,cc2,210,deg,NW,unr,harsh,OVERWEEF,928,C
S02,cc2,211,deg,NW,unr,giggle,JAINS,906,C
S02,cc2,212,deg,HF,rel,simple,MIND,756,C
S02,cc2,213,clr,NW,unr,crowd,HADER,677,C
S02,cc2,214,clr,HF,unr,moment,THINK,522,C
S02,cc2,215,deg,NW,unr,dead,LORKED,660,C
S02,cc2,216,clr,LF,unr,shame,PRIEST,904,C
S02,cc2,217,deg,HF,rel,tank,ARMY,723,C
S02,cc2,218,deg,LF,rel,foolish,DUMB,566,C
S02,cc2,219,clr,LF,rel,missile,ROCKET,558,C
S02,cc2,220,clr,HF,rel,stair,CASE,695,C
S02,cc2,221,clr,NW,unr,chance,FARPER,714,C
S02,cc2,222,clr,HF,unr,marble,GARDEN,557,C
S02,cc2,223,deg,LF,rel,tuna,FISH,693,C
S02,cc2,224,clr,LF,unr,noisy,ANGER,696,C
S02,cc2,225,clr,NW,unr,cape,EXMIRD,587,C
S02,cc2,226,clr,HF,rel,cigar,SMOKE,1059,C
S02,cc2,227,deg,NW,unr,worst,NAKE,855,C
S02,cc2,228,deg,NW,unr,aunt,BLIDE,805,C
S02,cc2,229,deg,HF,rel,gloves,HANDS,532,C
S02,cc2,230,clr,HF,unr,brawl,WHITE,974,C
S02,cc2,231,clr,HF,unr,free,NUMBER,758,C
S02,cc2,232,deg,NW,unr,prison,TEAPS,743,C
S02,cc2,233,deg,HF,unr,stem,FIELD,744,C
S02,cc2,234,deg,NW,unr,penny,POAL,952,C
S02,cc2,235,deg,LF,unr,hawk,HUNGER,546,C
S02,cc2,236,deg,HF,unr,squad,RIDE,588,C
S02,cc2,237,deg,NW,unr,stream,BIST,740,C
S02,cc2,238,clr,NW,unr,cash,VOLKEL,1188,C
S02,cc2,239,clr,NW,unr,minute,RERN,804,C
S02,cc2,240,deg,NW,unr,thirst,ABNORD,660,C
S02,cc2,241,clr,NW,unr,boring,TICED,655,C
S02,cc2,242,clr,NW,unr,sheep,PURD,1540,C
S02,cc2,243,clr,NW,unr,spank,GOIL,694,C
S02,cc2,244,deg,NW,unr,cure,WELME,681,C
S02,cc2,245,clr,LF,unr,subtle,STICKY,572,C
S02,cc2,246,deg,LF,unr,yarn,WASH,741,C
S02,cc2,247,clr,NW,unr,east,NACE,631,C
S02,cc2,248,deg,LF,rel,prime,RIBS,860,C
S02,cc2,249,deg,NW,unr,find,HEAN,713,C
S02,cc2,250,clr,NW,unr,helium,INTERVESS,1340,C
S02,cc2,251,deg,LF,unr,paste,HINT,693,C
S02,cc2,252,deg,LF,rel,scallop,SEAFOOD,711,C
S02,cc2,253,deg,NW,unr,magic,SUBDOOP,810,C
S02,cc2,254,clr,NW,unr,neck,FELD,2216,C
S02,cc2,255,clr,LF,rel,thaw,MELT,928,C
S02,cc2,256,clr,LF,rel,anxiety,NERVOUS,650,C
S02,cc2,257,clr,LF,unr,symbol,TRAIN,847,C
S02,cc2,258,deg,LF,rel,robbery,THIEF,636,C
S02,cc2,259,deg,NW,unr,cracker,VIRED,690,C
S02,cc2,260,clr,LF,unr,barrel,PANTS,1061,C
S02,cc2,261,deg,NW,unr,shake,ANTIVORM,634,C
S02,cc2,262,clr,LF,rel,fragile,BREAK,576,C
S02,cc2,263,clr,HF,rel,costume,PARTY,519,C
S02,cc2,264,clr,NW,unr,hoop,TASHED,658,C
S02,cc2,265,clr,NW,unr,neat,DURFER,742,C
S02,cc2,266,clr,NW,unr,horror,HISHES,999,C
S02,cc2,267,deg,NW,unr,college,NERM,687,C
S02,cc2,268,clr,LF,rel,spider,INSECT,659,C
S02,cc2,269,deg,NW,unr,sight,JIOT,711,C
S02,cc2,270,clr,NW,unr,beer,LURB,586,C
S02,cc2,271,clr,NW,unr,mammal,SORN,690,C
S02,cc2,272,deg,HF,unr,rude,MORE,774,C
S02,cc2,273,clr,NW,unr,drunk,STAPEL,838,E
S02,cc2,274,clr,HF,unr,choice,SPACE,939,C
S02,cc2,275,deg,NW,unr,spice,RAIM,790,C
S02,cc2,276,deg,NW,unr,worn,NEEK,981,C
S02,cc2,277,deg,HF,unr,strand,WRITE,669,C
S02,cc2,278,clr,LF,rel,orchid,FLOWER,674,C
S02,cc2,279,clr,LF,rel,liar,CHEAT,1030,C
S02,cc2,280,deg,LF,rel,graft,SKIN,860,C
S02,cc2,281,clr,NW,unr,nest,REJONG,793,C
S02,cc2,282,clr,NW,unr,star,NADER,1577,C
S02,cc2,283,deg,NW,unr,area,GASER,922,C
S02,cc2,284,deg,NW,unr,explode,MEERS,693,C
S02,cc2,285,clr,LF,unr,polite,ROUND,889,C
S02,cc2,286,deg,LF,unr,trench,MOUSE,740,C
S02,cc2,287,deg,LF,unr,robe,CANDY,806,C
S02,cc2,288,clr,LF,rel,melody,TUNE,662,C
S02,cc2,289,deg,NW,unr,garlic,TOOMS,1652,C
S02,cc2,290,clr,NW,unr,piece,SUBVURD,690,C
S02,cc2,291,deg,LF,rel,sailor,NAVY,805,C
S02,cc2,292,deg,NW,unr,plate,AJURD,709,C
S02,cc2,293,clr,NW,unr,proper,DEBIRT,870,C
S02,cc2,294,clr,LF,unr,dungeon,BANANA,723,C
S02,cc2,295,clr,NW,unr,whip,BERE,645,C
S02,cc2,296,clr,LF,unr,plead,SILVER,619,C
S02,cc2,297,deg,HF,unr,storage,PICK,721,C
S02,cc2,298,clr,HF,unr,report,SOUND,547,C
S02,cc2,299,deg,NW,unr,kill,VIRD,652,C
S02,cc2,300,clr,NW,unr,measure,PRENITY,1185,C
S02,cc2,301,clr,NW,unr,green,BIETER,674,C
S02,cc2,302,clr,HF,rel,steam,ENGINE,774,C
S02,cc2,303,deg,NW,unr,ivory,PIDER,854,C
S02,cc2,304,deg,HF,unr,blaze,SPOT,834,C
S02,cc2,305,clr,HF,rel,bring,TAKE,544,C
S02,cc2,306,clr,HF,unr,justice,HARD,538,C
S02,cc2,307,clr,HF,unr,mark,FIRE,564,C
S02,cc2,308,deg,NW,unr,death,HESTEL,668,C
S02,cc2,309,deg,NW,unr,tale,BRIPED,1008,C
S02,cc2,310,clr,NW,unr,kitten,SARPS,791,C
S02,cc2,311,clr,NW,unr,virtue,WOINS,822,C
S02,cc2,312,clr,NW,unr,trace,MIPER,1172,C
S02,cc2,313,clr,LF,rel,ounce,PINT,597,E
S02,cc2,314,clr,NW,unr,stage,DOAF,772,C
S02,cc2,315,clr,HF,unr,beam,HOTEL,532,C
S02,cc2,316,clr,NW,unr,robber,DERD,607,C
S02,cc2,317,deg,HF,rel,dock,BOAT,1093,C
S02,cc2,318,clr,HF,rel,wager,GAMBLE,744,C
S02,cc2,319,deg,LF,unr,monk,GUILT,985,C
S02,cc2,320,deg,HF,rel,counsel,HELP,818,C
S02,cc2,321,deg,LF,unr,toaster,SAND,879,C
S02,cc2,322,deg,NW,unr,shelter,CATHE,764,C
S02,cc2,323,clr,NW,unr,hate,FRID,877,C
S02,cc2,324,deg,NW,unr,fangs,ROOR,824,C
S02,cc2,325,clr,NW,unr,peel,NAFTS,630,C
S02,cc2,326,clr,NW,unr,rabbit,FLEEPED,620,C
S02,cc2,327,clr,HF,rel,compass,POINT,579,C
S02,cc2,328,clr,HF,rel,term,WORD,602,C
S02,cc2,329,clr,NW,unr,baby,GIREN,625,C
S02,cc2,330,deg,HF,unr,voice,TELL,615,C
S02,cc2,331,clr,LF,unr,vest,BUNNY,590,C
S02,cc2,332,deg,NW,unr,frame,FARDED,821,C
S02,cc2,333,deg,NW,unr,write,GINED,755,C
S02,cc2,334,clr,NW,unr,dark,GAKER,597,C
S02,cc2,335,clr,NW,unr,tire,RESATH,1260,C
S02,cc2,336,deg,NW,unr,golf,PROMELP,1000,C
S02,cc2,337,clr,HF,rel,piano,PLAY,841,C
S02,cc2,338,deg,NW,unr,danger,CRIG,727,C
S02,cc2,339,clr,NW,unr,muffin,VEEP,617,C
S02,cc2,340,deg,NW,unr,protect,MIAL,639,C
S02,cc2,341,clr,NW,unr,grizzly,PRALE,709,C
S02,cc2,342,clr,HF,unr,town,HOME,520,C
S02,cc2,343,clr,HF,unr,nephew,VISION,626,C
S02,cc2,344,clr,NW,unr,racket,BAVE,567,E
S02,cc2,345,deg,NW,unr,seek,VORD,776,C
S02,cc2,346,deg,NW,unr,spook,INTHID,632,C
S02,cc2,347,clr,LF,unr,straw,NURSE,669,C
S02,cc2,348,clr,HF,unr,appeal,LONG,722,C
S02,cc2,349,deg,HF,unr,domain,COUNTRY,901,C
S02,cc2,350,clr,LF,unr,destiny,DONKEY,815,C
S02,cc2,351,clr,LF,unr,fray,SWIM,590,C
S02,cc2,352,deg,HF,rel,frost,COLD,646,C
S02,cc2,353,clr,LF,rel,warmth,HEAT,524,C
S02,cc2,354,deg,LF,rel,haunt,SCARE,709,C
S02,cc2,355,deg,NW,unr,bomb,HOLKS,808,C
S02,cc2,356,clr,LF,unr,mints,BATH,696,C
S02,cc2,357,deg,NW,unr,step,PAFTER,652,C
S02,cc2,358,deg,NW,unr,movie,WOILY,720,C
S02,cc2,359,deg,LF,unr,drum,JUMP,691,C
S02,cc2,360,clr,LF,unr,famine,EAGLE,839,C
S02,cc2,361,deg,LF,rel,latch,LOCK,581,C
S02,cc2,362,deg,NW,unr,corpse,BOULER,844,C
S02,cc2,363,deg,HF,rel,brief,SHORT,602,C
S02,cc2,364,clr,LF,rel,pound,PUPPY,642,C
S02,cc2,365,deg,LF,unr,hail,SOUR,616,C
S02,cc2,366,deg,NW,unr,flask,SEMINART,749,C
S02,cc2,367,clr,HF,rel,smash,DESTROY,495,C
S02,cc2,368,deg,NW,unr,bicycle,FANDER,683,C
S02,cc2,369,clr,NW,unr,sing,NAMPED,718,C
S02,cc2,370,clr,NW,unr,span,NIRT,641,C
S02,cc2,371,deg,LF,rel,stomach,ACHE,599,C
S02,cc2,372,deg,LF,unr,stingy,VEIN,878,C
S02,cc2,373,deg,NW,unr,choose,INTERMIET,953,C
S02,cc2,374,clr,HF,unr,granite,FACE,643,C
S02,cc2,375,deg,HF,rel,shadow,DARK,680,C
S02,cc2,376,clr,NW,unr,slither,SOOFS,1068,E
S02,cc2,377,deg,NW,unr,clue,HOMPS,760,C
S02,cc2,378,deg,LF,unr,scary,DUCK,729,C
S02,cc2,379,deg,LF,unr,seam,MONKEY,715,C
S02,cc2,380,deg,LF,unr,snorkel,TEAR,605,C
S02,cc2,381,clr,NW,unr,push,BIAL,868,C
S02,cc2,382,deg,NW,unr,fingers,FOKEL,865,C
S02,cc2,383,clr,NW,unr,fear,HOAFER,813,C
S02,cc2,384,clr,NW,unr,child,GLIPS,620,C
S02,cc2,385,clr,NW,unr,eternal,PREPERN,652,C
S02,cc2,386,deg,NW,unr,person,VIND,626,C
S02,cc2,387,deg,LF,rel,thimble,THREAD,647,C
S02,cc2,388,clr,NW,unr,bourbon,GLIDEL,588,C
S02,cc2,389,clr,HF,unr,gate,PEOPLE,484,C
S02,cc2,390,deg,LF,unr,oval,NICE,688,C
S02,cc2,391,clr,NW,unr,rose,FLIMER,547,C
S02,cc2,392,clr,NW,unr,chalk,DOLFIN,876,C
S02,cc2,393,clr,NW,unr,abuse,CAID,729,C
S02,cc2,394,deg,LF,rel,pear,FRUIT,634,C
S02,cc2,395,clr,NW,unr,clam,GLIM,640,C
S02,cc2,396,clr,LF,rel,plum,PURPLE,501,C
S02,cc2,397,clr,LF,unr,dump,MAIL,673,C
S02,cc2,398,deg,NW,unr,quart,TRANSVEEM,692,C
S02,cc2,399,deg,NW,unr,song,VEATH,712,C
S02,cc2,400,deg,NW,unr,biscuit,TORD,618,C
S02,cc2,401,deg,NW,unr,kind,GLEDER,625,C
S02,cc2,402,deg,HF,unr,cork,CARE,662,E
S02,cc2,403,deg,LF,rel,gain,WEIGHT,1651,C
S02,cc2,404,deg,HF,rel,private,ALONE,689,C
S02,cc2,405,clr,LF,unr,pickle,STORM,484,C
S02,cc2,406,clr,NW,unr,price,DATHE,591,C
S02,cc2,407,clr,LF,rel,prune,JUICE,551,C
S02,cc2,408,clr,NW,unr,village,SAMP,768,C
S02,cc2,409,deg,NW,unr,part,DIAKOME,720,C
S02,cc2,410,deg,HF,unr,theory,CITY,771,C
S02,cc2,411,clr,LF,unr,grain,OVEN,612,C
S02,cc2,412,deg,HF,rel,gravity,EARTH,810,C
S02,cc2,413,deg,HF,rel,pilot,PLANE,568,C
S02,cc2,414,deg,HF,unr,bleach,FIGHT,785,C
S02,cc2,415,clr,NW,unr,singer,PROWAMP,721,C
S02,cc2,416,clr,NW,unr,poise,UNGURB,1491,C
S02,cc2,417,deg,HF,rel,scout,GIRL,759,C
S02,cc2,418,clr,NW,unr,bitter,CORTED,904,C
S02,cc2,419,clr,HF,unr,much,MEAN,738,C
S02,cc2,420,deg,NW,unr,punish,UNHURF,901,C
S02,cc2,421,deg,NW,unr,foot,DORNER,1552,C
S02,cc2,422,clr,LF,rel,impact,CRASH,641,C
S02,cc2,423,deg,HF,unr,gray,BEST,1238,C
S02,cc2,424,deg,LF,rel,stale,BREAD,580,C
S02,cc2,425,clr,HF,rel,guide,LEAD,956,C
S02,cc2,426,clr,HF,unr,side,DOOR,501,C
S02,cc2,427,deg,LF,rel,reel,POLE,800,C
S02,cc2,428,clr,HF,rel,vary,CHANGE,544,C
S02,cc2,429,clr,NW,unr,exam,SARTED,1353,C
S02,cc2,430,clr,NW,unr,coral,TIET,882,C
S02,cc2,431,deg,NW,unr,knob,REET,782,C
S02,cc2,432,clr,LF,unr,rinse,WOOL,719,C
S02,cc2,433,clr,NW,unr,last,DIATOOF,1136,C
S02,cc2,434,deg,NW,unr,human,GRUMS,850,C
